project_id,overall_risk_score,risk_level,investigation_priority,primary_typology,fraud_probability,synthesized_reasons,primary_reason,secondary_reason,tertiary_reason,financial_anomaly_score,geospatial_anomaly_score,procurement_anomaly_score,contractor_anomaly_score,payment_anomaly_score,progress_anomaly_score,graph_anomaly_score,feature_importance_contributions,scored_at
MPLADS-002521,6.4,LOW,ROUTINE,NORMAL,0.0225,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,2.67,30.54,12.65,3.21,10.6,20.62,9.91,"{""geo__infrastructure_gap_index"": 0.0893, ""mean_anomaly_score"": 0.0747, ""graph_anomaly_score"": 0.0469}",2026-09-06T09:49:30.917870+00:00
MPLADS-002522,18.2,LOW,ROUTINE,NORMAL,0.0262,"[""[Financial Execution] Atypical cost per unit (+851.5% vs peer median rate)"", ""[Financial Execution] Elevated peer-adjusted cost (+290.5% vs peer median for work type)"", ""[Financial Execution] Accelerated disbursement velocity (4.2x peer median disbursement speed)"", ""[Payment Structuring] ELEVATED_PAYMENT_VOLATILITY"", ""[Geospatial Clustering] High sanctioned funding allocation (+330.0% above regional cluster median)""]",[Financial Execution] Atypical cost per unit (+851.5% vs peer median rate),[Financial Execution] Elevated peer-adjusted cost (+290.5% vs peer median for work type),[Financial Execution] Accelerated disbursement velocity (4.2x peer median disbursement speed),70.1,52.46,39.29,28.08,61.59,17.79,29.86,"{""geo__population_density"": 0.1937, ""procurement_anomaly_percentile"": 0.1932, ""financial_anomaly_score"": 0.0753}",2026-09-06T09:49:30.917870+00:00
MPLADS-002523,9.3,LOW,ROUTINE,NORMAL,0.0182,"[""[Entity Graph Relationship] NORMAL_GRAPH_TOPOLOGY"", ""[Contractor Capacity] Contractor identified with corporate collusion risk indicators (shared address)"", ""[Contractor Capacity] High constituency allocation concentration (73.0% of works in single constituency)"", ""[Contractor Capacity] Allocation distribution across implementing agencies well balanced""]",[Entity Graph Relationship] NORMAL_GRAPH_TOPOLOGY,[Contractor Capacity] Contractor identified with corporate collusion risk indicators (shared address),[Contractor Capacity] High constituency allocation concentration (73.0% of works in single constituency),6.37,26.43,5.27,45.59,12.78,13.36,47.18,"{""geo__infrastructure_gap_index"": 0.1167, ""project__planned_duration_days"": 0.0526, ""procurement_anomaly_percentile"": 0.0196}",2026-09-06T09:49:30.917870+00:00
MPLADS-002524,8.9,LOW,ROUTINE,NORMAL,0.0225,"[""[Payment Structuring] PAYMENT_TIMING_ANOMALY""]",[Payment Structuring] PAYMENT_TIMING_ANOMALY,,,17.67,6.22,13.15,18.81,61.89,6.2,4.05,"{""project__planned_duration_days"": 0.0463, ""financial__sanctioned_amount"": 0.046, ""payment_anomaly_percentile"": 0.0383}",2026-09-06T09:49:30.918861+00:00
MPLADS-002525,80.0,CRITICAL,IMMEDIATE,ABANDONED_WORK,1.0,"[""[Financial Execution] Abrupt contract value contraction (-40.8% reduction from original work order)"", ""[Financial Execution] Normal peer disbursement pattern"", ""[Financial Execution] Standard schedule compliance"", ""[Payment Structuring] ELEVATED_PAYMENT_VOLATILITY"", ""[Physical-Financial Trajectory] SEVERE_PHYSICAL_FINANCIAL_GAP""]",[Financial Execution] Abrupt contract value contraction (-40.8% reduction from original work order),[Financial Execution] Normal peer disbursement pattern,[Financial Execution] Standard schedule compliance,69.27,27.63,12.45,5.04,65.97,60.19,22.48,"{""progress_anomaly_score"": 5.2231, ""progress_anomaly_percentile"": 0.9309, ""financial__sanctioned_amount"": 0.1383}",2026-09-06T09:49:30.918861+00:00
MPLADS-002526,80.5,CRITICAL,IMMEDIATE,COST_OVERRUN,1.0,"[""[Tender & Procurement] Substantial post-award contract amendment (+\u20b99.72 Lakhs added post-tender)"", ""[Tender & Procurement] Compressed tender submission window (14 days vs statutory guidelines)"", ""[Tender & Procurement] Contract award amount aligned with initial technical estimates"", ""[Financial Execution] Accelerated disbursement velocity (1.5x peer median disbursement speed)"", ""[Financial Execution] Contract escalation (54.6% value change with 0 amendments)""]",[Tender & Procurement] Substantial post-award contract amendment (+₹9.72 Lakhs added post-tender),[Tender & Procurement] Compressed tender submission window (14 days vs statutory guidelines),[Tender & Procurement] Contract award amount aligned with initial technical estimates,61.92,47.54,71.13,25.39,52.58,56.01,37.63,"{""progress_anomaly_score"": 4.8662, ""progress_anomaly_percentile"": 0.8173, ""procurement_anomaly_score"": 0.2434}",2026-09-06T09:49:30.918861+00:00
MPLADS-002527,14.2,LOW,ROUTINE,NORMAL,0.0231,"[""[Contractor Capacity] Recent corporate board/director replacement registered for contractor"", ""[Contractor Capacity] Vendor registration profile and governance structure compliant"", ""[Contractor Capacity] Allocation distribution across implementing agencies well balanced"", ""[Entity Graph Relationship] NORMAL_GRAPH_TOPOLOGY""]",[Contractor Capacity] Recent corporate board/director replacement registered for contractor,[Contractor Capacity] Vendor registration profile and governance structure compliant,[Contractor Capacity] Allocation distribution across implementing agencies well balanced,31.98,11.04,20.31,63.25,31.98,17.4,54.02,"{""financial__sanctioned_amount"": 0.1451, ""financial_anomaly_score"": 0.1244, ""financial_anomaly_percentile"": 0.1163}",2026-09-06T09:49:30.918861+00:00
MPLADS-002528,80.0,CRITICAL,IMMEDIATE,DOCUMENTATION_DEFICIT,1.0,"[""[Physical-Financial Trajectory] INSPECTION_DOCUMENTATION_DEFICIT"", ""[Payment Structuring] UNVERIFIED_DISBURSEMENT_BURST"", ""[Entity Graph Relationship] NORMAL_GRAPH_TOPOLOGY""]",[Physical-Financial Trajectory] INSPECTION_DOCUMENTATION_DEFICIT,[Payment Structuring] UNVERIFIED_DISBURSEMENT_BURST,[Entity Graph Relationship] NORMAL_GRAPH_TOPOLOGY,12.56,15.81,11.51,19.77,64.83,80.16,47.35,"{""progress_anomaly_score"": 5.2617, ""progress_anomaly_percentile"": 0.9259, ""geo__population_density"": 0.169}",2026-09-06T09:49:30.918861+00:00
MPLADS-002529,80.0,CRITICAL,IMMEDIATE,PAYMENT_PROGRESS_MISMATCH,1.0,"[""[Payment Structuring] UNVERIFIED_DISBURSEMENT_BURST"", ""[Payment Structuring] STATUTORY_CEILING_SMURFING"", ""[Physical-Financial Trajectory] SEVERE_PHYSICAL_FINANCIAL_GAP"", ""[Physical-Financial Trajectory] INSPECTION_DOCUMENTATION_DEFICIT"", ""[Entity Graph Relationship] NORMAL_GRAPH_TOPOLOGY""]",[Payment Structuring] UNVERIFIED_DISBURSEMENT_BURST,[Payment Structuring] STATUTORY_CEILING_SMURFING,[Physical-Financial Trajectory] SEVERE_PHYSICAL_FINANCIAL_GAP,26.28,1.55,15.55,28.6,83.78,68.12,50.73,"{""progress_anomaly_score"": 5.1742, ""progress_anomaly_percentile"": 0.8933, ""payment_anomaly_score"": 0.1642}",2026-09-06T09:49:30.919855+00:00
MPLADS-002530,13.2,LOW,ROUTINE,NORMAL,0.0182,"[""[Payment Structuring] NORMAL_DISBURSEMENT_SCHEDULE"", ""[Physical-Financial Trajectory] NORMAL_EXECUTION_PROGRESS""]",[Payment Structuring] NORMAL_DISBURSEMENT_SCHEDULE,[Physical-Financial Trajectory] NORMAL_EXECUTION_PROGRESS,,27.2,23.24,25.26,10.61,45.41,44.24,29.12,"{""geo__infrastructure_gap_index"": 0.0441, ""payment_anomaly_percentile"": 0.042, ""financial_anomaly_percentile"": 0.0375}",2026-09-06T09:49:30.919855+00:00
MPLADS-002531,16.1,LOW,ROUTINE,NORMAL,0.0986,"[""[Contractor Capacity] Recent corporate ownership change registered prior to developmental contract award"", ""[Contractor Capacity] High constituency allocation concentration (73.5% of works in single constituency)"", ""[Contractor Capacity] Allocation distribution across implementing agencies well balanced"", ""[Entity Graph Relationship] NORMAL_GRAPH_TOPOLOGY""]",[Contractor Capacity] Recent corporate ownership change registered prior to developmental contract award,[Contractor Capacity] High constituency allocation concentration (73.5% of works in single constituency),[Contractor Capacity] Allocation distribution across implementing agencies well balanced,16.83,9.48,12.37,56.6,11.34,21.73,56.47,"{""geo__infrastructure_gap_index"": 0.3594, ""geospatial_anomaly_score"": 0.2267, ""geospatial_anomaly_percentile"": 0.0923}",2026-09-06T09:49:30.919855+00:00
MPLADS-002532,14.1,LOW,ROUTINE,NORMAL,0.0314,"[""[Contractor Capacity] Heavy agency monopolization (75.3% funding channeled through repeated agency-contractor pair)"", ""[Contractor Capacity] Vendor registration profile and governance structure compliant"", ""[Contractor Capacity] Allocation distribution across implementing agencies well balanced""]",[Contractor Capacity] Heavy agency monopolization (75.3% funding channeled through repeated agency-contractor pair),[Contractor Capacity] Vendor registration profile and governance structure compliant,[Contractor Capacity] Allocation distribution across implementing agencies well balanced,23.22,13.57,25.02,42.77,30.84,37.19,33.96,"{""financial__sanctioned_amount"": 0.2496, ""geospatial_anomaly_score"": 0.0685, ""payment_anomaly_score"": 0.0633}",2026-09-06T09:49:30.919855+00:00
MPLADS-002533,11.6,LOW,ROUTINE,NORMAL,0.0225,"[""[Payment Structuring] PAYMENT_TIMING_ANOMALY""]",[Payment Structuring] PAYMENT_TIMING_ANOMALY,,,13.69,5.54,19.39,26.48,64.94,13.93,35.15,"{""geo__infrastructure_gap_index"": 0.1319, ""project__planned_duration_days"": 0.067, ""geospatial_anomaly_score"": 0.0617}",2026-09-06T09:49:30.919855+00:00
MPLADS-002534,11.7,LOW,ROUTINE,NORMAL,0.058,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,15.74,11.69,18.02,9.03,31.78,32.63,17.38,"{""financial__sanctioned_amount"": 0.219, ""geo__infrastructure_gap_index"": 0.2113, ""geo__population_density"": 0.193}",2026-09-06T09:49:30.920857+00:00
MPLADS-002535,10.9,LOW,ROUTINE,NORMAL,0.0182,"[""[Payment Structuring] PAYMENT_TIMING_ANOMALY""]",[Payment Structuring] PAYMENT_TIMING_ANOMALY,,,22.84,12.16,24.4,22.21,67.37,6.75,13.38,"{""geospatial_anomaly_score"": 0.2198, ""financial__sanctioned_amount"": 0.0449, ""project__planned_duration_days"": 0.0383}",2026-09-06T09:49:30.920857+00:00
MPLADS-002536,80.0,CRITICAL,IMMEDIATE,DOCUMENTATION_DEFICIT,1.0,"[""[Physical-Financial Trajectory] INSPECTION_DOCUMENTATION_DEFICIT"", ""[Payment Structuring] UNVERIFIED_DISBURSEMENT_BURST"", ""[Contractor Capacity] High constituency allocation concentration (69.4% of works in single constituency)"", ""[Contractor Capacity] Vendor registration profile and governance structure compliant"", ""[Contractor Capacity] Allocation distribution across implementing agencies well balanced""]",[Physical-Financial Trajectory] INSPECTION_DOCUMENTATION_DEFICIT,[Payment Structuring] UNVERIFIED_DISBURSEMENT_BURST,[Contractor Capacity] High constituency allocation concentration (69.4% of works in single constituency),15.96,37.67,11.49,46.31,64.93,79.0,29.64,"{""progress_anomaly_score"": 5.4311, ""progress_anomaly_percentile"": 0.9454, ""payment_anomaly_score"": 0.0627}",2026-09-06T09:49:30.920857+00:00
MPLADS-002537,8.4,LOW,ROUTINE,NORMAL,0.0204,"[""[Payment Structuring] PAYMENT_TIMING_ANOMALY""]",[Payment Structuring] PAYMENT_TIMING_ANOMALY,,,18.32,13.49,14.88,9.28,60.04,0.92,10.59,"{""geospatial_anomaly_score"": 0.1029, ""project__planned_duration_days"": 0.0554, ""financial__sanctioned_amount"": 0.0552}",2026-09-06T09:49:30.920857+00:00
MPLADS-002538,5.3,LOW,ROUTINE,NORMAL,0.0225,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,0.46,29.52,10.27,14.95,7.02,1.45,16.73,"{""graph_anomaly_score"": 0.0821, ""contractor_anomaly_score"": 0.0537, ""project__planned_duration_days"": 0.0513}",2026-09-06T09:49:30.920857+00:00
MPLADS-002539,9.6,LOW,ROUTINE,NORMAL,0.0231,"[""[Contractor Capacity] Contractor capacity and agency pairing metrics within normal parameters"", ""[Contractor Capacity] Vendor registration profile and governance structure compliant"", ""[Contractor Capacity] Allocation distribution across implementing agencies well balanced""]",[Contractor Capacity] Contractor capacity and agency pairing metrics within normal parameters,[Contractor Capacity] Vendor registration profile and governance structure compliant,[Contractor Capacity] Allocation distribution across implementing agencies well balanced,7.54,25.4,9.68,47.8,23.23,16.32,15.32,"{""geo__population_density"": 0.0749, ""project__planned_duration_days"": 0.0547, ""financial__sanctioned_amount"": 0.0222}",2026-09-06T09:49:30.920857+00:00
MPLADS-002540,80.0,CRITICAL,IMMEDIATE,PAYMENT_PROGRESS_MISMATCH,1.0,"[""[Payment Structuring] UNVERIFIED_DISBURSEMENT_BURST"", ""[Physical-Financial Trajectory] SEVERE_PHYSICAL_FINANCIAL_GAP"", ""[Physical-Financial Trajectory] ABANDONED_WORK_SUSPICION"", ""[Physical-Financial Trajectory] INSPECTION_DOCUMENTATION_DEFICIT"", ""[Contractor Capacity] Recent corporate board/director replacement registered for contractor""]",[Payment Structuring] UNVERIFIED_DISBURSEMENT_BURST,[Physical-Financial Trajectory] SEVERE_PHYSICAL_FINANCIAL_GAP,[Physical-Financial Trajectory] ABANDONED_WORK_SUSPICION,34.08,4.39,7.09,50.95,73.61,69.4,44.31,"{""progress_anomaly_score"": 5.1716, ""progress_anomaly_percentile"": 0.8676, ""project__planned_duration_days"": 0.0591}",2026-09-06T09:49:30.921856+00:00
MPLADS-002541,18.1,LOW,ROUTINE,NORMAL,0.0231,"[""[Contractor Capacity] High constituency allocation concentration (68.7% of works in single constituency)"", ""[Contractor Capacity] Vendor registration profile and governance structure compliant"", ""[Contractor Capacity] Allocation distribution across implementing agencies well balanced"", ""[Physical-Financial Trajectory] NORMAL_EXECUTION_PROGRESS"", ""[Entity Graph Relationship] NORMAL_GRAPH_TOPOLOGY""]",[Contractor Capacity] High constituency allocation concentration (68.7% of works in single constituency),[Contractor Capacity] Vendor registration profile and governance structure compliant,[Contractor Capacity] Allocation distribution across implementing agencies well balanced,34.99,35.75,40.5,49.25,40.47,46.05,42.37,"{""procurement_anomaly_percentile"": 0.2944, ""financial_anomaly_percentile"": 0.0538, ""financial_anomaly_score"": 0.0519}",2026-09-06T09:49:30.921856+00:00
MPLADS-002542,10.3,LOW,ROUTINE,NORMAL,0.0231,"[""[Payment Structuring] NORMAL_DISBURSEMENT_SCHEDULE""]",[Payment Structuring] NORMAL_DISBURSEMENT_SCHEDULE,,,24.0,15.62,25.81,11.28,40.79,22.63,8.47,"{""financial__sanctioned_amount"": 0.1828, ""geospatial_anomaly_score"": 0.0748, ""geo__population_density"": 0.0406}",2026-09-06T09:49:30.921856+00:00
MPLADS-002543,8.0,LOW,ROUTINE,NORMAL,0.0308,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,1.91,12.11,24.42,14.02,12.2,22.97,15.68,"{""geospatial_anomaly_score"": 0.1192, ""geo__population_density"": 0.0614, ""financial__sanctioned_amount"": 0.0546}",2026-09-06T09:49:30.921856+00:00
MPLADS-002544,12.0,LOW,ROUTINE,NORMAL,0.0161,"[""[Physical-Financial Trajectory] NORMAL_EXECUTION_PROGRESS""]",[Physical-Financial Trajectory] NORMAL_EXECUTION_PROGRESS,,,19.61,12.63,28.77,15.25,38.04,42.83,26.24,"{""financial__sanctioned_amount"": 0.1116, ""geospatial_anomaly_score"": 0.0647, ""payment_anomaly_percentile"": 0.0187}",2026-09-06T09:49:30.921856+00:00
MPLADS-002545,19.8,LOW,ROUTINE,NORMAL,0.2443,"[""Standard MPLADS project execution profile adhering to statutory norms""]",Standard MPLADS project execution profile adhering to statutory norms,,,1.07,2.93,32.85,9.37,11.85,6.49,28.93,"{""financial_anomaly_score"": 0.3282, ""geo__population_density"": 0.2362, ""geospatial_anomaly_score"": 0.2121}",2026-09-06T09:49:30.922963+00:00
MPLADS-002546,65.0,HIGH,PRIORITY,PROCUREMENT_SINGLE_BID,0.5278,"[""[Tender & Procurement] Non-competitive single-bid procurement in accessible district (infrastructure gap 0.24)"", ""[Tender & Procurement] Tender publication window and bidder participation compliant"", ""[Tender & Procurement] Contract award amount aligned with initial technical estimates""]",[Tender & Procurement] Non-competitive single-bid procurement in accessible district (infrastructure gap 0.24),[Tender & Procurement] Tender publication window and bidder participation compliant,[Tender & Procurement] Contract award amount aligned with initial technical estimates,21.48,34.76,97.24,12.94,13.56,14.63,9.78,"{""procurement_anomaly_score"": 1.8376, ""procurement_anomaly_percentile"": 0.8115, ""max_anomaly_score"": 0.2259}",2026-09-06T09:49:30.922963+00:00
MPLADS-002547,12.8,LOW,ROUTINE,NORMAL,0.0182,"[""[Contractor Capacity] High constituency allocation concentration (83.6% of works in single constituency)"", ""[Contractor Capacity] Vendor registration profile and governance structure compliant"", ""[Contractor Capacity] Allocation distribution across implementing agencies well balanced""]",[Contractor Capacity] High constituency allocation concentration (83.6% of works in single constituency),[Contractor Capacity] Vendor registration profile and governance structure compliant,[Contractor Capacity] Allocation distribution across implementing agencies well balanced,21.05,3.73,12.04,57.89,36.38,34.98,28.79,"{""financial__sanctioned_amount"": 0.1092, ""payment_anomaly_percentile"": 0.028, ""payment_anomaly_score"": 0.0061}",2026-09-06T09:49:30.922963+00:00
