project_id,contractor_anomaly_score,contractor_anomaly_percentile,contractor_anomaly_flag,primary_reason,secondary_reason,tertiary_reason,contractor_project_count,capacity_strain_index,corporate_collusion_index,agency_capture_score,model_version,mode,scored_at
MPLADS-002482,30.74,53.66,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,3,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002483,77.15,96.14,True,Heavy agency monopolization (75.3% funding channeled through repeated agency-contractor pair),Contractor backlog exceeds registered financial capacity (value-to-capacity ratio 1.59),Allocation distribution across implementing agencies well balanced,24,0.588,0.0,1.272,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002484,30.0,52.54,False,Elevated historical irregularity record (2 past statutory audit findings),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,38,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002485,58.19,86.42,False,Contractor identified with corporate collusion risk indicators (shared address),Recent corporate ownership change registered prior to developmental contract award,Allocation distribution across implementing agencies well balanced,27,0.0,0.25,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002486,40.52,67.5,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,35,0.0,0.15,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002487,54.88,83.96,False,Heavy agency monopolization (70.1% funding channeled through repeated agency-contractor pair),Recent corporate board/director replacement registered for contractor,Allocation distribution across implementing agencies well balanced,17,0.0,0.0,0.468,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002488,54.36,83.36,False,Heavy agency monopolization (81.1% funding channeled through repeated agency-contractor pair),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,44,0.0,0.0,1.765,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002489,28.69,50.26,False,Heavy agency monopolization (65.9% funding channeled through repeated agency-contractor pair),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,24,0.0,0.0,0.505,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002490,21.15,36.18,False,Elevated agency concentration (86.7% of vendor work tied to single implementing agency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,24,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002491,15.84,25.98,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,3,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002492,100.0,99.51,True,"Contractor identified with corporate collusion risk indicators (shared directors, shared address, common ownership)",Heavy agency monopolization (72.4% funding channeled through repeated agency-contractor pair),Allocation distribution across implementing agencies well balanced,41,0.0,0.85,0.954,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002493,70.7,93.58,False,Contractor identified with corporate collusion risk indicators (shared address),Contractor backlog exceeds registered financial capacity (value-to-capacity ratio 1.78),High constituency allocation concentration (63.3% of works in single constituency),6,0.778,0.25,0.339,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002494,78.78,96.58,True,Elevated agency concentration (88.4% of vendor work tied to single implementing agency),High constituency allocation concentration (75.6% of works in single constituency),Elevated historical irregularity record (2 past statutory audit findings),10,0.0,0.15,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002495,28.13,49.24,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,23,0.0,0.0,0.362,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002496,32.76,56.78,False,High constituency allocation concentration (63.8% of works in single constituency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,14,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002497,29.91,52.38,False,Elevated historical irregularity record (0 past statutory audit findings),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,10,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002498,20.21,34.44,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,13,0.0,0.0,1.097,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002499,28.98,50.62,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,44,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002500,71.73,94.22,False,Recent corporate ownership change registered prior to developmental contract award,Heavy agency monopolization (83.1% funding channeled through repeated agency-contractor pair),Allocation distribution across implementing agencies well balanced,1,0.0,0.0,1.621,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002501,16.08,26.26,False,Elevated historical irregularity record (2 past statutory audit findings),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,25,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002502,37.79,63.72,False,Elevated historical irregularity record (2 past statutory audit findings),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,32,0.0,0.15,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002503,53.12,82.22,False,Recent corporate board/director replacement registered for contractor,High constituency allocation concentration (70.7% of works in single constituency),Allocation distribution across implementing agencies well balanced,30,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002504,0.0,0.51,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,7,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002505,37.56,63.46,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,35,0.0,0.15,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002506,19.3,32.54,False,High constituency allocation concentration (65.4% of works in single constituency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,8,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002507,10.98,15.8,False,High constituency allocation concentration (75.5% of works in single constituency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,32,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002508,15.14,24.58,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,33,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002509,8.63,11.46,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,36,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002510,14.07,22.04,False,High constituency allocation concentration (82.6% of works in single constituency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,15,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002511,37.89,63.82,False,High constituency allocation concentration (79.3% of works in single constituency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,26,0.0,0.0,0.571,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002512,67.21,92.04,False,Recent corporate ownership change registered prior to developmental contract award,High constituency allocation concentration (61.2% of works in single constituency),Allocation distribution across implementing agencies well balanced,23,0.0,0.0,0.193,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002513,52.76,81.82,False,Heavy agency monopolization (68.8% funding channeled through repeated agency-contractor pair),High constituency allocation concentration (73.9% of works in single constituency),Allocation distribution across implementing agencies well balanced,1,0.0,0.0,1.334,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002514,23.77,41.52,False,Contractor capacity and agency pairing metrics within normal parameters,Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,22,0.0,0.15,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
MPLADS-002515,4.31,5.0,False,High constituency allocation concentration (60.4% of works in single constituency),Vendor registration profile and governance structure compliant,Allocation distribution across implementing agencies well balanced,28,0.0,0.0,0.0,1.0.0,early_warning,2026-09-06T08:49:40.199372+00:00
