project_id,procurement_anomaly_score,procurement_anomaly_percentile,procurement_anomaly_flag,primary_reason,secondary_reason,tertiary_reason,bid_count,single_bid_flag,bid_competition_score,bid_price_similarity,repeated_winner_flag,model_version,mode,scored_at
MPLADS-002210,14.93,33.84,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.864,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002211,36.09,81.7,False,Compressed tender submission window (14 days vs statutory guidelines),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.929,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002212,15.87,36.86,False,Narrow qualified bidder pool (2 qualified bidders evaluated),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.852,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002213,19.89,49.76,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.911,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002214,22.12,56.52,False,Compressed tender submission window (14 days vs statutory guidelines),Narrow qualified bidder pool (2 qualified bidders evaluated),Contract award amount aligned with initial technical estimates,3,0,0.5,0.912,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002215,21.5,54.78,False,Substantial post-award contract amendment (+₹1.19 Lakhs added post-tender),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.866,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002216,13.61,29.74,False,Elevated bidder disqualification rate during technical evaluation (23.0%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.986,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002217,24.44,62.54,False,Substantial post-award contract amendment (+₹0.16 Lakhs added post-tender),Narrow qualified bidder pool (2 qualified bidders evaluated),Contract award amount aligned with initial technical estimates,3,0,0.5,0.977,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002218,10.13,18.86,False,Elevated bidder disqualification rate during technical evaluation (24.3%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.933,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002219,39.34,84.84,False,High bid price similarity across competing tenders (97.0% quotation clustering),Substantial post-award contract amendment (+₹2.26 Lakhs added post-tender),Elevated bidder disqualification rate during technical evaluation (24.3%),5,0,0.833,0.97,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002220,19.77,49.34,False,Substantial post-award contract amendment (+₹0.54 Lakhs added post-tender),Elevated bidder disqualification rate during technical evaluation (21.9%),Contract award amount aligned with initial technical estimates,7,0,1.0,0.962,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002221,20.74,52.68,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.867,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002222,28.81,71.8,False,High bid price similarity across competing tenders (96.6% quotation clustering),Elevated bidder disqualification rate during technical evaluation (23.7%),Contract award amount aligned with initial technical estimates,7,0,1.0,0.966,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002223,22.28,56.92,False,High bid price similarity across competing tenders (95.6% quotation clustering),Elevated bidder disqualification rate during technical evaluation (21.5%),Contract award amount aligned with initial technical estimates,5,0,0.833,0.956,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002224,18.36,44.54,False,Narrow qualified bidder pool (2 qualified bidders evaluated),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.872,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002225,9.0,15.58,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.939,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002226,15.94,37.0,False,Elevated bidder disqualification rate during technical evaluation (21.5%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.929,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002227,47.49,89.16,False,Compressed tender submission window (14 days vs statutory guidelines),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.893,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002228,100.0,99.51,True,Non-competitive single-bid procurement in accessible district (infrastructure gap 0.22),Compressed tender submission window (15 days vs statutory guidelines),Contract award amount aligned with initial technical estimates,1,1,0.167,0.0,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002229,12.45,25.92,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.885,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002230,22.06,56.28,False,High bid price similarity across competing tenders (95.5% quotation clustering),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.954,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002231,23.34,59.68,False,High bid price similarity across competing tenders (95.7% quotation clustering),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,5,0,0.833,0.957,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002232,4.09,5.72,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.878,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002233,0.71,1.46,False,High bid price similarity across competing tenders (94.2% quotation clustering),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.942,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002234,12.81,27.28,False,Substantial post-award contract amendment (+₹0.37 Lakhs added post-tender),Narrow qualified bidder pool (2 qualified bidders evaluated),Contract award amount aligned with initial technical estimates,3,0,0.5,0.964,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002235,33.29,78.54,False,Narrow qualified bidder pool (2 qualified bidders evaluated),Elevated bidder disqualification rate during technical evaluation (23.3%),Contract award amount aligned with initial technical estimates,3,0,0.5,0.872,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002236,10.0,18.48,False,High bid price similarity across competing tenders (95.7% quotation clustering),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,3,0,0.5,0.956,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002237,21.01,53.28,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.868,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002238,20.55,52.1,False,Elevated bidder disqualification rate during technical evaluation (24.8%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.884,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002239,31.08,75.7,False,Substantial post-award contract amendment (+₹1.46 Lakhs added post-tender),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.875,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002240,59.53,92.54,False,Substantial post-award contract amendment (+₹13.65 Lakhs added post-tender),Compressed tender submission window (15 days vs statutory guidelines),Contract award amount aligned with initial technical estimates,5,0,0.833,0.893,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002241,24.59,62.9,False,High bid price similarity across competing tenders (95.7% quotation clustering),Compressed tender submission window (14 days vs statutory guidelines),Contract award amount aligned with initial technical estimates,7,0,1.0,0.957,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002242,16.35,38.26,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,7,0,1.0,0.973,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002243,7.63,12.38,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.869,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002244,19.15,47.5,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.891,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002245,6.45,9.54,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.896,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002246,13.6,29.64,False,Elevated bidder disqualification rate during technical evaluation (21.3%),Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,4,0,0.667,0.901,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002247,18.9,46.64,False,Substantial post-award contract amendment (+₹0.50 Lakhs added post-tender),Compressed tender submission window (14 days vs statutory guidelines),Contract award amount aligned with initial technical estimates,4,0,0.667,0.952,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002248,14.61,32.64,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.976,1,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
MPLADS-002249,17.35,41.36,False,Procurement bidding competition within normal parameters,Tender publication window and bidder participation compliant,Contract award amount aligned with initial technical estimates,6,0,1.0,0.951,0,1.0.0,early_warning,2026-09-06T08:43:12.956637+00:00
